text,label
花旗：拯救经济？六张图揭示为何说全球央行“太..,0
花旗：给予友邦买入评级 目标价60元,0
花旗：英国脱欧机会升至40%,0
英国GDP“救驾 英镑/美元跌势有所放缓,0
英国“退欧”预期上升 英镑短期难见底,0
英国央行卡尼：如有必要 央行可能降息及扩大QE,0
英国央行因何慎言加息,0
英国退欧的经济账,0
英媒曝鲁尼接受中超报价 年薪约2.3亿人民币,0
英镑/纽元1.10水平是破是立,0
英镑兑美元刷新日高1.3963后回落,0
英镑六个月隐含波动率升逾13%，这是2011年9月以..,0
莆田手机回收，高价回收二手手机,0
董登新:开放债市需关注汇率波动及国际游资,0
融券做空拖累大盘？分析师称“影响极为有限”,0
袁清：“新动能经济”的三个特征,0
裴瑞：黄金过山车后 依然逢低做多,0
警惕!儿童脑瘤假象多需谨慎,0
警惕A股奇葩的高送转,0
证监会：“3月1日起创业板停止审核”为虚假传言,0
证监会：“3月1日起创业板全面停止审核”不属实(图),0
证监会：不存在3月1日创业板全面停止审核的安排,0
诺安基金管理有限公司公告（系列）,0
谁在纠结人民币兑美元汇率？,0
谁是“善意”的做空者?,0
谢百三：请呵护亏损巨大的1.4亿股民！,0
谷歌反驳欧盟委员会反垄断指控 或被罚60亿美元,0
谷歌的定制化虚拟云主机已全面上市,0
谷歌通过发展欧洲的子公司 税额规避达24亿美元,0
财政部19日招标发行100亿国债,0
财经观察：G20财长和央行行长会议力图破解经济下行隐忧,0
财经观察：美欧股市动荡对中国的“传染”和“挤出”效应,0
财通基金王家俊：混业风暴中打造诺亚方舟,0
资产负债表未必可信,0
资金面趋紧 国债逆回购利率大涨,0
越南股市结束两周上涨 日本股市终结12连跌,0
"足管中心摘牌""脱钩""基本完成 地方足协仍在观望",0
轩逸/领动/GLS等领衔 3月上市新车预告,0
转债抗跌 短线料随正股震荡,0
转让3000万资产管理公司,0
转让阳光私募基金公司牌照,0
退市风险加大 基金投创业板“更谨慎”,0
通往百万美元之路：9 个步骤助你打造一家摇钱树..,0
通汇国际:全球股市再次承压避险升温助力黄金,0
道奇新7座SUV下月上市预售30万,0
郑州日产面临重大调整 东风汽车停牌,0
部分基金经理开始加仓“抄底”,0
酿酒板块逆市崛起 行业整体依然承压,0
里士满联储主席Lacker：有进一步加息的可能,0
重啤第二？11基金自砍金亚科技7成估值,0
金价回升稳于1230上方 英国脱欧股市疲软避险需求..,0
金管局: 外汇基金十月已收復首三季失地,0
针对中国经济这些焦点，G20财经权威怎么说？,0
钢市反弹生猛 但难言反转,0
钮文新：刘士余该看到股市的根本问题,0
银基合作新常态 广发基金推“华兴宝”,0
销量下跌未必是祸?这四款车居然如此淡定!,0
锐奇股份终止筹划重大重组,0
长安3款全新SUV将年内上市 含2款七座车,0
长安3款全新SUV年内上市 含2款七座车,0
长江电力16日复牌 拟收购近800亿水电资产,0
陈凤翔：短期内人民币难有大升幅,0
陈志强: 1.5元买入新天绿色能源,0
隔夜焦炭期货1605窄幅整理 短期维持多头思维,0
雪佛兰迈锐宝XL上市在即 必知三大考量,0
静待企业盈利拐点 精选标的布局港股,0
面临陆客减少困境 蔡英文有否提振台旅游经济良方？,0
韩媒：中国80后因经济压力不生二孩 政策尴尬,0
韩媒：中国80后因经济压力不生二孩 政策效果不如..,0
韩媒：朴槿惠就任三周年 赴创造经济据点进行访问,0
韩媒：韩伊月底将时隔十年重启经济共同委会议,0
页岩油企业成本大幅下降，油价全面反弹更加无望,0
顶级智库重磅金市研报：警惕短期回调 长期为何仍..,0
预售15-22万 观致5 SUV将于3月11日上市,0
预售价13万元起 全新途安L将在3月18日上市,0
颜值优先 浅谈水冷平台如何选购主板,0
首节战报：崩盘时刻科比破僵局 湖人26-36灰熊,0
高开低走 农产品抗跌(图),0
高盛吁沽售东亚 目標价20元,0
高盛建议作空黄金 因近期涨幅过高,0
高盛降利丰目標价至5.3元,0
高盛：俄罗斯与OPEC国家达成冻结产量协议对改善..,0
高盛：冻结产量对油市平衡没什么影响,0
高盛：原油存储能力接近极限，料油价宽幅震盪,0
高铁股追尾重仓基金,0
魏德曼：2016年初欧元区通胀率可能会低于零,0
鸿海将持有夏普公司65.91%的股权,0
(短标)中国央行副行长陈雨露：对中国经济前景保..,1
2015年中国经济增长6.9%,1
26日中小板指涨0.31%,1
AETOS:黄金下方支撑强劲 短期上涨动能犹在,1
GQY视讯：10月中旬复牌。 届时公布三季度业绩预报，大幅度预增。,1
GQY视讯：300076明天涨停，603939今天涨停,1
GQY视讯：3000点附近停的盘，出来补涨，公司也是不成功你停什么盘啊，要不停盘目前也该涨不少了，大盘3300多点了现在，最高都3400多点了。,1
GQY视讯：macd在多头区域，两次触碰均值后抬头向上，红柱区域连片，逐渐放大。kdj在高位钝化。即将创历史新高，坚定持有。,1
GQY视讯：不断往上攻击，二十多个交易日量都在放大，总体明显有量。放量的效果是慢牛攀升，这应该是新增资金的建仓过程。离历史最高点已经不远，新增资金用意昭然。拿住筹码，怀着感激心情跟操盘手走,1
GQY视讯：不管怎么样，今天开盘涨停板！,1
GQY视讯：不管怎样 也是算利好，继续持股,1
GQY视讯：东方证券已成为一家扎根上海、服务全国、迈向境外，具有较强市场竞争力、行业影响力的证券控股集团，成为中国证券业和上海金融业的一支充满生机、蓬勃发展的力量。,1
GQY视讯：先点赞再说！关键时候，公司掌舵人亲自出面维稳！这才是这真正利好！,1
GQY视讯：创业板1950点停的牌，现在多少点，你想想，应该补涨,1
GQY视讯：创业板滞涨股的春天应该到来了,1
GQY视讯：利好，公司业绩会爆发,1
GQY视讯：午后我们的主力要飞涨！以表实力！广东投资！,1
GQY视讯：呵呵 出来消息了明天涨停,1
GQY视讯：哇，真滴啊！太好了，已经建仓，继续调仓，静待起飞,1
GQY视讯：回调加仓！下周应有涨停出现….....300076.....002688,1
GQY视讯：回调就是买入机会.....002688.....300076,1
GQY视讯：国联安基金专户业务破百亿 成功中标12个定增项目,1
GQY视讯：在中国股市 会讲故事会投资热点 喜欢关注股价和散户利益一致的老板才是好老板阿 这样的公司才会不断帮你赚钱 牛股都是这么来的 中国股市就是中国故事,1
"GQY视讯：增发15亿重组，芯片制造，6元股价大牛潜力！！！！！！！！！≈≈华灿光电300323≈≈增发:2015年拟非公开发行股份数量:93,419,486 股; 发行价格不超过9.91元/股;(2015年9月28日股东大会通过）增发:2015年拟募集配套资金发行股票数量67,264,573 股,发行价8.92元/股.(2015年9月28日股东大会通过).主营业务:LED蓝光芯片 ; LED绿光芯片。祥情看300323华灿光电(重大事项)中的[最新动态]及[经营分析]栏目。8",1
GQY视讯：大家认为；午后我们的主力有实力拉个涨停板给大家开心吗？以表达我们主力是强悍实力派；广东投资！,1
GQY视讯：如果没估计错300076周五开始拉升，涨停概率90％，上午我把603939卖出继续逢低加仓300076或做个t+0,1
GQY视讯：小女子一来就涨停  影响力  吧龄 1.1年 发表于 2015-05-25 20:38:26赞,1
GQY视讯：应该四五个涨停没问题,1
GQY视讯：应该来个大阳庆祝一下了！鼓舞一下投资者的志气啊,1
GQY视讯：感谢主力大利好啊拜托了,1
GQY视讯：我机构预测2015年每股收益 0.65 元，较去年同比增长 622.22%， 预测2015年净利润 1.37 亿元，较去年同比增长 598.92%,1
GQY视讯：散户朋友们，不知大家是否还持有300076？目前该股已经创出历史新高，可喜可贺！接下来即使在21元附近震荡整固几日也属正常，再往后就是海阔天空、一马平川，到多少高度，决定于庄家天马行空的任性程度了。,1
GQY视讯：明天开启涨涨不停！广东投资！,1
GQY视讯：明天更强悍飞涨。创新高！广东投资！,1
GQY视讯：明天继续涨停，拭目以待,1
GQY视讯：本周连续涨停板了~~~~~~~,1
GQY视讯：此轮深跌有一个明显现象：当接近两融或质押危险线的个股，都启动了强劲的大反弹。,1
IMF总裁赞赏中国经济调控措施(图),1
IMF敦促G20采取有力行动促进全球经济增长,1
IMF：将敦促G20采取刺激措施巩固经济发展,1
IMF：将敦促G20采取财政刺激措施巩固全球经济发展,1
ST股连续大涨 有望迎摘星脱帽潮,1
[短标]标普：英国因欧盟成员国身份而受益,1
“四个没有变”彰显中国经济发展前景广阔,1
【2月25日】黄金隔夜空单速胜注意保护盈利 原油..,1
【亚洲汇市】股市及油价不振驱动避险买盘 日元上涨,1
一线城市房价涨幅扩大 政策加码去库存效果显现,1
三福互娱获千万人民币 Pre-A 轮融资 晨曜资本领投,1
不疯魔不成活 WiFi收益宝开年送来摇钱树,1
丝绸之路经济带建设在欧亚提速,1
中国发改委：继续扩大企业债券发行规模，提高直..,1
中国央行易纲：中国经济已进入新常态 汇率稳定很..,1
中国电竞选手奖金收入世界第一 达到1408万美元,1
中国省域经济综合竞争力:广东、江苏和北京名列前..,1
中国经济新年新态势 首月经济数据透暖意,1
中国经济简讯：全球首个模块化大分子药物工厂落户武汉,1
中国经济给世界注入信心（权威论坛）(组图),1
中国艺术教育第一股微力量登陆新三板,1
中国足协迎来新时代！足管中心悄然摘牌已有时日,1
中国连续四个月增持美债,1
中央经济工作会议：3财政政策将加大力度,1
中旅与国旅集团筹画重组 华贸物流涨停,1
中资企业在英国推出高科技基金,1
中金：人民幣实际汇率比其公允价值约高估5%-10%,1
乐普医疗：多元化战略起航 增持评级,1
乐普医疗：定增完善心血管全产业链布局 增持评级,1
习近平对中国经济的七大信心,1
二线地产股逞威 绿景地产中期预增十倍涨停,1
二线民营快递公司发力 天天快递谋划两年内上市,1
云投生态：加速转型大环保平台3 增持评级,1
五年内全球应用经济规模将突破千亿美元,1
亚太股市多收高 日本股市领涨,1
亚太股市开盘上涨 日经225指数涨0.4%,1
亚太股市收盘上涨 日股涨1.4%,1
亚马逊不再依赖UPS，自建物流有望节约10亿美元,1
亚马逊在纽约建仓库 力推快递Prime Now服务,1
交易员：进口商逢薪酬日买汇并低接美元 美/日亚..,1
京东东家2.0版全面升级 股权众筹公开透明又进一步,1
人民幣兑美元中间价连续第四天调强,1
人民幣对美元汇率中间价报6.5557 升值15点,1
人民幣对美元汇率中间价报6.5572 升值13点,1
人民幣对美元汇率中间价报6.5578 升值18点,1
人行对境外行徵收存款准备金 中金：有助稳汇市,1
人行：房价回落有利经济发展,1
亿纬鋰能开盘涨停 定增6亿上马动力鋰电池,1
亿资石油：库存再增 油价深“V反转”,1
今年国企重组整合力度将加大,1
今日“V型”更比昨日强 后市反弹有望创阶段新高,1
今日两大行业利好大盘点(附股),1
今日沪指涨0.88% 农林牧渔行业涨幅最大,1
今日股市最新消息 沪指V型反转收涨0.88%,1
任泽平：注册制改革推动股权融资崛起,1
伦敦股市25日涨2.48%,1
伦敦股市26日涨1.38%,1
伦敦股市大涨100点 油价大幅回落鼓舞信心,1
伦敦金属交易所基本金属期价26日大部分上涨,1
估价300万美元画作被盗70年 今重返哈巴罗夫斯克..,1
余额宝情绪指数日评: 余额宝情绪指数上涨,1
供给侧改革利好印染与皮革行业 荐2股,1
信置中期基础盈利增75.4% 派息13仙,1
借制度优势创新服务实体经济模式,1
债市周评：资金面偏紧 收益率上行,1
元月基金密集分红 总额有望突破500亿元,1
克利夫兰联储对通胀看法乐观 料继续加息,1
全力推动云计算 IBM又花了13亿美元,1
全国省域经济竞争力排名公布：上海居首位,1
全国省域经济竞争力排名公布：沪京粤居前三,1
全国都在下降 但他们经济逆势增长,1
全球经济震荡无妨中国经济大势,1
公积金存款一年期利率上调 等同发150亿购房红包,1
共享时代催生酒店粉丝经济,1
农产品期货将开绿色通道 玻璃菜籽菜粕近期上市,1
农林牧渔板块强势领跑,1
农林牧渔板块表现抢眼 广弘控股等涨停,1
凯兰德申请新三板挂牌上市 主营自行车整车设计,1
分析师：中国资本管控方案可行，经济料不会大幅..,1
分级B强势领涨 29只基金涨幅超三成,1
刘士余表态利好A股 留意平保购25636,1
刘士余首训话 引资支持A股,1
创业板指数站上3500点,1
利好频现 股指底部显雏形,1
利尔化学开盘25.05元 开盘涨幅55.98%,1
加拿大官员：加拿大经济弹性足以适应低油价,1
北方新能源公布正面盈利预告,1
十点播报：指数开盘后上扬 煤炭石油板块领涨,1
千亿公募基金伺机入场 5板块或站上“风口“,1
午盘：两市上行沪指大涨1.64% 题材板块表现活跃(图),1
华为P8标配版仅售1899元 临沂低价热卖,1
华尔街欧元/日元技术分析:倾向在123.00上方做多,1
华尔街欧元/英镑技术分析:倾向在 0.7870上方做多,1
华硕新机飞马5000上市！1799元开售,1
华讯午评: 震荡上扬 牛市长底信号凸显,1
华讯午评:低开冲高 两类股有望唱主角,1
华讯午评:低开冲高 四类股引领绝地反击,1
华讯午评:大盘探底回升 ＂吃肉行情＂或开启,1
华讯午评:大盘跳空高开 提前埋伏两大板块,1
华讯午评:大盘震荡整理 三大板块异军突起,1
华讯午评:大盘高开高走 谁在强势逼空A股,1
华讯午评:放量长阳 四大板块燃爆做多激情,1
华讯午评:权重股力挺大盘 后市掘金三大板块,1
华讯午评:沪指高位震荡 回调是买入正当时,1
华讯午评:题材股活跃 后市两板块蓄势待发,1
南方基金关于南方转型驱动灵活配置混合型,1
"南方基金李海鹏：调预期,控风险，现稳定收益",1
卢中原：“以经济建设为中心”是非常鲜明的顶层设计(图),1
印度新财年经济增速预计达7%－7.75%,1
原油重上90美元 后市还看“地缘”,1
